mission_week,mission_year,week_of_year,calendar_start,appendix,program,key_science_row,target,hours,weekly_wall_fraction,allocation_type,visibility_fraction
139,3,35,2032-08-26,X,AM CVn monitoring,Compact monitoring / ToO,KL Dra,0.75,0.004464285714285714,target-visit MILP,1.0
139,3,35,2032-08-26,X,Compact-object ToO reserve,Compact monitoring / ToO,Future KMTNet/LVK alert,1.8430379746835444,0.010970464135021098,reserved,1.0
139,3,35,2032-08-26,B,Mature-giant search program,Exoplanet giants / disks,HD 192310,13.986013986013987,0.08325008325008325,target-visit MILP,1.0
139,3,35,2032-08-26,B,Young giants and debris disks,Exoplanet giants / disks,Target list not fixed in Appendix B,18.0,0.10714285714285714,continuous LP,1.0
139,3,35,2032-08-26,C,NEO optical blind survey,NEO blind survey / recovery,Dynamic ecliptic scan annulus,9.215189873417721,0.05485232067510548,blind survey,1.0
139,3,35,2032-08-26,C,NEO recovery ToO reserve,NEO blind survey / recovery,Future MPC alert,3.6860759493670887,0.021940928270042195,reserved,1.0
139,3,35,2032-08-26,OPS,General observatory overhead,Observatory maintenance / overhead,Operations and calibration,21.44846153846154,0.12766941391941394,indirect overhead,1.0
139,3,35,2032-08-26,OPS,Wavefront sensing and control,Observatory maintenance / overhead,Segmented primary mirror,2.52,0.015,maintenance,1.0
139,3,35,2032-08-26,A,SN Ia time-domain cadence,SN Ia time domain,SN south,2.0,0.011904761904761904,cadence baseline,1.0
140,3,36,2032-09-02,X,Compact-object ToO reserve,Compact monitoring / ToO,Future KMTNet/LVK alert,1.8430379746835444,0.010970464135021098,reserved,1.0
140,3,36,2032-09-02,B,Young giants and debris disks,Exoplanet giants / disks,Target list not fixed in Appendix B,18.0,0.10714285714285714,continuous LP,1.0
140,3,36,2032-09-02,C,NEO optical blind survey,NEO blind survey / recovery,Dynamic ecliptic scan annulus,9.215189873417721,0.05485232067510548,blind survey,1.0
140,3,36,2032-09-02,C,NEO recovery ToO reserve,NEO blind survey / recovery,Future MPC alert,3.6860759493670887,0.021940928270042195,reserved,1.0
140,3,36,2032-09-02,OPS,General observatory overhead,Observatory maintenance / overhead,Operations and calibration,21.44846153846154,0.12766941391941394,indirect overhead,1.0
140,3,36,2032-09-02,OPS,Wavefront sensing and control,Observatory maintenance / overhead,Segmented primary mirror,2.52,0.015,maintenance,1.0
140,3,36,2032-09-02,A,SN Ia time-domain cadence,SN Ia time domain,SN south,2.0,0.011904761904761904,cadence baseline,1.0
141,3,37,2032-09-09,X,Compact-object ToO reserve,Compact monitoring / ToO,Future KMTNet/LVK alert,1.8430379746835444,0.010970464135021098,reserved,1.0
141,3,37,2032-09-09,B,First-light known giants,Exoplanet giants / disks,HD 219134 h,16.666666666666668,0.09920634920634921,target-visit MILP,1.0
141,3,37,2032-09-09,B,Mature-giant search program,Exoplanet giants / disks,eta Cas B,13.986013986013987,0.08325008325008325,target-visit MILP,1.0
141,3,37,2032-09-09,B,Young giants and debris disks,Exoplanet giants / disks,Target list not fixed in Appendix B,18.0,0.10714285714285714,continuous LP,1.0
141,3,37,2032-09-09,C,NEO optical blind survey,NEO blind survey / recovery,Dynamic ecliptic scan annulus,9.215189873417721,0.05485232067510548,blind survey,1.0
141,3,37,2032-09-09,C,NEO recovery ToO reserve,NEO blind survey / recovery,Future MPC alert,3.6860759493670887,0.021940928270042195,reserved,1.0
141,3,37,2032-09-09,OPS,General observatory overhead,Observatory maintenance / overhead,Operations and calibration,21.44846153846154,0.12766941391941394,indirect overhead,1.0
141,3,37,2032-09-09,OPS,L2 station keeping,Observatory maintenance / overhead,Spacecraft orbit,2.0,0.011904761904761904,maintenance,1.0
141,3,37,2032-09-09,OPS,Wavefront sensing and control,Observatory maintenance / overhead,Segmented primary mirror,2.52,0.015,maintenance,1.0
141,3,37,2032-09-09,A,SN Ia time-domain cadence,SN Ia time domain,SN south,2.0,0.011904761904761904,cadence baseline,1.0
142,3,38,2032-09-16,X,AM CVn monitoring,Compact monitoring / ToO,ES Cet,0.75,0.004464285714285714,target-visit MILP,1.0
142,3,38,2032-09-16,X,AM CVn monitoring,Compact monitoring / ToO,V407 Vul,0.75,0.004464285714285714,target-visit MILP,1.0
142,3,38,2032-09-16,X,Compact-object ToO reserve,Compact monitoring / ToO,Future KMTNet/LVK alert,1.8430379746835444,0.010970464135021098,reserved,1.0
142,3,38,2032-09-16,B,Mature-giant search program,Exoplanet giants / disks,HD 27274,13.986013986013987,0.08325008325008325,target-visit MILP,1.0
142,3,38,2032-09-16,B,Young giants and debris disks,Exoplanet giants / disks,Target list not fixed in Appendix B,18.0,0.10714285714285714,continuous LP,1.0
142,3,38,2032-09-16,C,NEO optical blind survey,NEO blind survey / recovery,Dynamic ecliptic scan annulus,9.215189873417721,0.05485232067510548,blind survey,1.0
142,3,38,2032-09-16,C,NEO recovery ToO reserve,NEO blind survey / recovery,Future MPC alert,3.6860759493670887,0.021940928270042195,reserved,1.0
142,3,38,2032-09-16,OPS,General observatory overhead,Observatory maintenance / overhead,Operations and calibration,21.44846153846154,0.12766941391941394,indirect overhead,1.0
142,3,38,2032-09-16,OPS,Wavefront sensing and control,Observatory maintenance / overhead,Segmented primary mirror,2.52,0.015,maintenance,1.0
142,3,38,2032-09-16,A,SN Ia time-domain cadence,SN Ia time domain,SN south,2.0,0.011904761904761904,cadence baseline,1.0
143,3,39,2032-09-23,X,AM CVn monitoring,Compact monitoring / ToO,V407 Vul,0.75,0.004464285714285714,target-visit MILP,1.0
143,3,39,2032-09-23,X,Compact-object ToO reserve,Compact monitoring / ToO,Future KMTNet/LVK alert,1.8430379746835444,0.010970464135021098,reserved,1.0
143,3,39,2032-09-23,B,First-light known giants,Exoplanet giants / disks,HD 192310 c,16.666666666666668,0.09920634920634921,target-visit MILP,1.0
143,3,39,2032-09-23,B,Mature-giant search program,Exoplanet giants / disks,61 Cyg B,13.986013986013987,0.08325008325008325,target-visit MILP,1.0
143,3,39,2032-09-23,B,Mature-giant search program,Exoplanet giants / disks,HD 219134,13.986013986013987,0.08325008325008325,target-visit MILP,1.0
143,3,39,2032-09-23,B,Mature-giant search program,Exoplanet giants / disks,tau01 Eri,13.986013986013987,0.08325008325008325,target-visit MILP,1.0
143,3,39,2032-09-23,C,NEO optical blind survey,NEO blind survey / recovery,Dynamic ecliptic scan annulus,9.215189873417721,0.05485232067510548,blind survey,1.0
143,3,39,2032-09-23,C,NEO recovery ToO reserve,NEO blind survey / recovery,Future MPC alert,3.6860759493670887,0.021940928270042195,reserved,1.0
143,3,39,2032-09-23,OPS,General observatory overhead,Observatory maintenance / overhead,Operations and calibration,21.44846153846154,0.12766941391941394,indirect overhead,1.0
143,3,39,2032-09-23,OPS,Quarterly calibration block,Observatory maintenance / overhead,Instruments and reference fields,24.0,0.14285714285714285,maintenance,1.0
143,3,39,2032-09-23,OPS,Wavefront sensing and control,Observatory maintenance / overhead,Segmented primary mirror,2.52,0.015,maintenance,1.0
143,3,39,2032-09-23,A,SN Ia time-domain cadence,SN Ia time domain,SN south,2.0,0.011904761904761904,cadence baseline,1.0
144,3,40,2032-09-30,X,Compact-object ToO reserve,Compact monitoring / ToO,Future KMTNet/LVK alert,1.8430379746835444,0.010970464135021098,reserved,1.0
144,3,40,2032-09-30,B,Young giants and debris disks,Exoplanet giants / disks,Target list not fixed in Appendix B,18.0,0.10714285714285714,continuous LP,1.0
144,3,40,2032-09-30,C,NEO optical blind survey,NEO blind survey / recovery,Dynamic ecliptic scan annulus,9.215189873417721,0.05485232067510548,blind survey,1.0
144,3,40,2032-09-30,C,NEO recovery ToO reserve,NEO blind survey / recovery,Future MPC alert,3.6860759493670887,0.021940928270042195,reserved,1.0
144,3,40,2032-09-30,OPS,General observatory overhead,Observatory maintenance / overhead,Operations and calibration,21.44846153846154,0.12766941391941394,indirect overhead,1.0
144,3,40,2032-09-30,OPS,L2 station keeping,Observatory maintenance / overhead,Spacecraft orbit,2.0,0.011904761904761904,maintenance,1.0
144,3,40,2032-09-30,OPS,Momentum unload,Observatory maintenance / overhead,Reaction wheels,3.0,0.017857142857142856,maintenance,1.0
144,3,40,2032-09-30,OPS,Wavefront sensing and control,Observatory maintenance / overhead,Segmented primary mirror,2.52,0.015,maintenance,1.0
144,3,40,2032-09-30,A,SN Ia time-domain cadence,SN Ia time domain,SN south,2.0,0.011904761904761904,cadence baseline,1.0
145,3,41,2032-10-07,X,Compact-object ToO reserve,Compact monitoring / ToO,Future KMTNet/LVK alert,1.8430379746835444,0.010970464135021098,reserved,1.0
145,3,41,2032-10-07,B,Young giants and debris disks,Exoplanet giants / disks,Target list not fixed in Appendix B,18.0,0.10714285714285714,continuous LP,1.0
145,3,41,2032-10-07,C,NEO optical blind survey,NEO blind survey / recovery,Dynamic ecliptic scan annulus,9.215189873417721,0.05485232067510548,blind survey,1.0
145,3,41,2032-10-07,C,NEO recovery ToO reserve,NEO blind survey / recovery,Future MPC alert,3.6860759493670887,0.021940928270042195,reserved,1.0
145,3,41,2032-10-07,OPS,General observatory overhead,Observatory maintenance / overhead,Operations and calibration,21.44846153846154,0.12766941391941394,indirect overhead,1.0
145,3,41,2032-10-07,OPS,Wavefront sensing and control,Observatory maintenance / overhead,Segmented primary mirror,2.52,0.015,maintenance,1.0
145,3,41,2032-10-07,A,SN Ia time-domain cadence,SN Ia time domain,SN south,2.0,0.011904761904761904,cadence baseline,1.0
146,3,42,2032-10-14,X,AM CVn monitoring,Compact monitoring / ToO,ES Cet,0.75,0.004464285714285714,target-visit MILP,1.0
146,3,42,2032-10-14,X,AM CVn monitoring,Compact monitoring / ToO,V407 Vul,0.75,0.004464285714285714,target-visit MILP,0.7142857142857143
146,3,42,2032-10-14,X,AM CVn monitoring,Compact monitoring / ToO,V407 Vul,0.75,0.004464285714285714,target-visit MILP,0.7142857142857143
146,3,42,2032-10-14,X,Compact-object ToO reserve,Compact monitoring / ToO,Future KMTNet/LVK alert,1.8430379746835444,0.010970464135021098,reserved,1.0
146,3,42,2032-10-14,B,Giant orbit determination,Exoplanet giants / disks,HD 219134 h,14.814814814814815,0.08818342151675485,target-visit MILP,1.0
146,3,42,2032-10-14,B,Mature-giant search program,Exoplanet giants / disks,HD 218511,13.986013986013987,0.08325008325008325,target-visit MILP,1.0
146,3,42,2032-10-14,B,Young giants and debris disks,Exoplanet giants / disks,Target list not fixed in Appendix B,18.0,0.10714285714285714,continuous LP,1.0
146,3,42,2032-10-14,C,NEO optical blind survey,NEO blind survey / recovery,Dynamic ecliptic scan annulus,9.215189873417721,0.05485232067510548,blind survey,1.0
146,3,42,2032-10-14,C,NEO recovery ToO reserve,NEO blind survey / recovery,Future MPC alert,3.6860759493670887,0.021940928270042195,reserved,1.0
146,3,42,2032-10-14,OPS,General observatory overhead,Observatory maintenance / overhead,Operations and calibration,21.44846153846154,0.12766941391941394,indirect overhead,1.0
146,3,42,2032-10-14,OPS,Wavefront sensing and control,Observatory maintenance / overhead,Segmented primary mirror,2.52,0.015,maintenance,1.0
146,3,42,2032-10-14,A,SN Ia time-domain cadence,SN Ia time domain,SN south,2.0,0.011904761904761904,cadence baseline,1.0
147,3,43,2032-10-21,DDT,Director discretionary time,Director discretionary time,Director-controlled observations,142.03153846153845,0.8454258241758241,director reserve,1.0
147,3,43,2032-10-21,OPS,General observatory overhead,Observatory maintenance / overhead,Operations and calibration,21.44846153846154,0.12766941391941394,indirect overhead,1.0
147,3,43,2032-10-21,OPS,L2 station keeping,Observatory maintenance / overhead,Spacecraft orbit,2.0,0.011904761904761904,maintenance,1.0
147,3,43,2032-10-21,OPS,Wavefront sensing and control,Observatory maintenance / overhead,Segmented primary mirror,2.52,0.015,maintenance,1.0
148,3,44,2032-10-28,DDT,Director discretionary time,Director discretionary time,Director-controlled observations,144.03153846153845,0.857330586080586,director reserve,1.0
148,3,44,2032-10-28,OPS,General observatory overhead,Observatory maintenance / overhead,Operations and calibration,21.44846153846154,0.12766941391941394,indirect overhead,1.0
148,3,44,2032-10-28,OPS,Wavefront sensing and control,Observatory maintenance / overhead,Segmented primary mirror,2.52,0.015,maintenance,1.0
149,3,45,2032-11-04,X,Compact-object ToO reserve,Compact monitoring / ToO,Future KMTNet/LVK alert,1.8430379746835444,0.010970464135021098,reserved,1.0
149,3,45,2032-11-04,A,Wide ELG BAO/RSD,ELG wide South,SXDS south,15.25,0.09077380952380952,continuous LP,1.0
149,3,45,2032-11-04,B,Mature-giant search program,Exoplanet giants / disks,lam Aur,13.986013986013987,0.08325008325008325,target-visit MILP,1.0
149,3,45,2032-11-04,B,Young giants and debris disks,Exoplanet giants / disks,Target list not fixed in Appendix B,18.0,0.10714285714285714,continuous LP,1.0
149,3,45,2032-11-04,C,NEO optical blind survey,NEO blind survey / recovery,Dynamic ecliptic scan annulus,9.215189873417721,0.05485232067510548,blind survey,1.0
149,3,45,2032-11-04,C,NEO recovery ToO reserve,NEO blind survey / recovery,Future MPC alert,3.6860759493670887,0.021940928270042195,reserved,1.0
149,3,45,2032-11-04,OPS,General observatory overhead,Observatory maintenance / overhead,Operations and calibration,21.44846153846154,0.12766941391941394,indirect overhead,1.0
149,3,45,2032-11-04,OPS,Wavefront sensing and control,Observatory maintenance / overhead,Segmented primary mirror,2.52,0.015,maintenance,1.0
149,3,45,2032-11-04,A,SN Ia time-domain cadence,SN Ia time domain,SN south,2.0,0.011904761904761904,cadence baseline,1.0
150,3,46,2032-11-11,X,Compact-object ToO reserve,Compact monitoring / ToO,Future KMTNet/LVK alert,1.8430379746835444,0.010970464135021098,reserved,1.0
150,3,46,2032-11-11,A,Wide ELG BAO/RSD,ELG wide South,SXDS south,36.0,0.21428571428571427,continuous LP,1.0
150,3,46,2032-11-11,B,Mature-giant search program,Exoplanet giants / disks,HD 23356,13.986013986013987,0.08325008325008325,target-visit MILP,1.0
150,3,46,2032-11-11,B,Young giants and debris disks,Exoplanet giants / disks,Target list not fixed in Appendix B,18.0,0.10714285714285714,continuous LP,1.0
150,3,46,2032-11-11,C,NEO optical blind survey,NEO blind survey / recovery,Dynamic ecliptic scan annulus,9.215189873417721,0.05485232067510548,blind survey,1.0
150,3,46,2032-11-11,C,NEO recovery ToO reserve,NEO blind survey / recovery,Future MPC alert,3.6860759493670887,0.021940928270042195,reserved,1.0
150,3,46,2032-11-11,OPS,General observatory overhead,Observatory maintenance / overhead,Operations and calibration,21.44846153846154,0.12766941391941394,indirect overhead,1.0
150,3,46,2032-11-11,OPS,L2 station keeping,Observatory maintenance / overhead,Spacecraft orbit,2.0,0.011904761904761904,maintenance,1.0
150,3,46,2032-11-11,OPS,Momentum unload,Observatory maintenance / overhead,Reaction wheels,3.0,0.017857142857142856,maintenance,1.0
150,3,46,2032-11-11,OPS,Wavefront sensing and control,Observatory maintenance / overhead,Segmented primary mirror,2.52,0.015,maintenance,1.0
150,3,46,2032-11-11,A,SN Ia time-domain cadence,SN Ia time domain,SN south,2.0,0.011904761904761904,cadence baseline,1.0
151,3,47,2032-11-18,X,AM CVn monitoring,Compact monitoring / ToO,HM Cnc,0.75,0.004464285714285714,target-visit MILP,1.0
151,3,47,2032-11-18,X,AM CVn monitoring,Compact monitoring / ToO,KL Dra,0.75,0.004464285714285714,target-visit MILP,1.0
151,3,47,2032-11-18,X,Compact-object ToO reserve,Compact monitoring / ToO,Future KMTNet/LVK alert,1.8430379746835444,0.010970464135021098,reserved,1.0
151,3,47,2032-11-18,A,Medium/deep ELG tiers,Deep / imaging calibration,SXDS south,16.5,0.09821428571428571,continuous LP,1.0
151,3,47,2032-11-18,A,Wide ELG BAO/RSD,ELG wide South,SXDS south,36.0,0.21428571428571427,continuous LP,1.0
151,3,47,2032-11-18,B,Young giants and debris disks,Exoplanet giants / disks,Target list not fixed in Appendix B,18.0,0.10714285714285714,continuous LP,1.0
151,3,47,2032-11-18,C,NEO optical blind survey,NEO blind survey / recovery,Dynamic ecliptic scan annulus,9.215189873417721,0.05485232067510548,blind survey,1.0
151,3,47,2032-11-18,C,NEO recovery ToO reserve,NEO blind survey / recovery,Future MPC alert,3.6860759493670887,0.021940928270042195,reserved,1.0
151,3,47,2032-11-18,OPS,General observatory overhead,Observatory maintenance / overhead,Operations and calibration,21.44846153846154,0.12766941391941394,indirect overhead,1.0
151,3,47,2032-11-18,OPS,Wavefront sensing and control,Observatory maintenance / overhead,Segmented primary mirror,2.52,0.015,maintenance,1.0
151,3,47,2032-11-18,A,SN Ia time-domain cadence,SN Ia time domain,SN south,2.0,0.011904761904761904,cadence baseline,1.0
152,3,48,2032-11-25,X,Compact-object ToO reserve,Compact monitoring / ToO,Future KMTNet/LVK alert,1.8430379746835444,0.010970464135021098,reserved,1.0
152,3,48,2032-11-25,A,Medium/deep ELG tiers,Deep / imaging calibration,SXDS south,24.0,0.14285714285714285,continuous LP,1.0
152,3,48,2032-11-25,A,Wide ELG BAO/RSD,ELG wide South,SXDS south,36.0,0.21428571428571427,continuous LP,1.0
152,3,48,2032-11-25,B,Mature-giant search program,Exoplanet giants / disks,V2689 Ori,13.986013986013987,0.08325008325008325,target-visit MILP,1.0
152,3,48,2032-11-25,B,Young giants and debris disks,Exoplanet giants / disks,Target list not fixed in Appendix B,18.0,0.10714285714285714,continuous LP,1.0
